id,tenant_id,email,password_hash,first_name,last_name,status,mfa_enabled,mfa_secret,failed_login_count,locked_until,last_login_at,created_at,updated_at
7aa95594-4be1-483f-96ed-905da56484b0,e128770c-4208-45ee-99bc-3ad760692cb3,gatewayuser676633@example.com,$2a$12$pQtHjNZ/j8rp56o./O2rFuzZgDkduAcPRbPJAuuRqoA3LpsEVHg/G,Gateway,User,active,f,"",0,,2026-02-14 08:16:57.142785+00,2026-02-14 08:16:56.584161+00,2026-02-14 08:16:57.142785+00
ae9182a9-3fa9-4df9-b330-3ae875f658bc,4f881355-3e65-4e7d-8596-390fc455fdd9,testuser14391@example.com,$2a$12$5tVrQfu.Eilt23XuuvGo9u7yPB/IRUg5.ycCh8MTgN4x0.8.gosPa,Test,User,active,f,"",0,,2026-02-14 02:52:57.613419+00,2026-02-14 02:52:56.617941+00,2026-02-14 02:52:57.613419+00
f139321d-56eb-4382-b5ae-150054b90066,5997d1cf-1745-4d94-ac57-eedf65e05afa,orgtestuser548098@example.com,$2a$12$eYDQ3wzpQyNNJ1Kl7CTWBef3TmPtIAO78TFhFb03Lxu5K9w84/25e,Org,Owner,active,f,"",0,,2026-02-14 04:28:35.267023+00,2026-02-14 04:28:34.294683+00,2026-02-14 04:28:35.267023+00
283a9c2d-3b91-41df-99a2-aba8a9d1b661,844df729-0006-47ac-9393-b5752b1c9184,orgtestuser781951@example.com,$2a$12$boNYMYmlLumj.Wns6PDI5.AGlVsnxZ1OU6qnmqNnvE7cArmw9SfR2,Org,Owner,active,f,"",0,,2026-02-14 04:02:25.284215+00,2026-02-14 04:02:24.788676+00,2026-02-14 04:02:25.284215+00
39aee527-2ea2-4c84-86b8-f566c1ea8eeb,5997d1cf-1745-4d94-ac57-eedf65e05afa,invitee548098@example.com,$2a$12$.HWkktWQWn0XwIvkWzEkGuHCBJElsHOSS5PwCwBNAybB/uk4/Sw22,Invitee,User,active,f,"",0,,,2026-02-14 04:28:36.203523+00,2026-02-14 04:28:36.203523+00
1953d2bf-01e1-4476-a788-f94d83f87763,b7a81f0c-0b32-4cc6-a0b7-ee90fd9a2a64,orgtestuser942076@example.com,$2a$12$08nndAYgEImHhQpI/Bt9pexisYzBAppqBETNbQYm6npupIeRpMxS.,Org,Owner,active,f,"",0,,2026-02-14 04:03:27.186626+00,2026-02-14 04:03:26.65121+00,2026-02-14 04:03:27.186626+00
93bbc76b-d62e-43c0-af8e-57bab5bda0a9,69e3b353-3559-4128-8f6b-f74aa6d3688a,orgtestuser518259@example.com,$2a$12$vEBkcsmkmmlkX/QhR5sQLOjUdVoV36o8YGC5ZtEB0qfgcSXAQEmDa,Org,Owner,active,f,"",0,,2026-02-14 04:06:36.123619+00,2026-02-14 04:06:35.645+00,2026-02-14 04:06:36.123619+00
3dcfb2b8-99a0-48d5-b47d-104098d7f37e,9be0e94e-4b8e-4e59-99bc-2c5a40b9dfd1,orgtestuser225205@example.com,$2a$12$rVFD1reZOccvBTyJ./456eTTuyG2e4/RPhyxYT2OB5Lt0XPFolF8S,Org,Owner,active,f,"",0,,2026-02-14 04:45:06.274358+00,2026-02-14 04:45:05.374977+00,2026-02-14 04:45:06.274358+00
851613e5-8d9c-45b6-80dc-746c39485594,8fb48e1d-3445-4625-a769-043f66e13ad4,orgtestuser779311@example.com,$2a$12$AlPgbwrFOBtHC2nHcUUOQOJwlSdd2K6xVEc5BZls4LZ3xk81u7Pbq,Org,Owner,active,f,"",0,,2026-02-14 04:11:05.505393+00,2026-02-14 04:11:04.581104+00,2026-02-14 04:11:05.505393+00
f13808bd-ea29-4903-8446-fd3074e95082,7e006d71-e037-43fe-be42-dbad4adc49bd,orgtestuser67382@example.com,$2a$12$sBb6JngKr1wdqJO9ZgNmM.Sg1GHOdVtHh0esB97n1H1goYHP2a.BS,Org,Owner,active,f,"",0,,2026-02-14 04:29:09.685291+00,2026-02-14 04:29:08.682249+00,2026-02-14 04:29:09.685291+00
